,,
,,
332 BC,,"Famed for its production of a namesake purple dye, for 10 points, name this Phoenician city which Alexander took by building a causeway in 332 BC."
,,
333 joules per gram,,"This value, which is about 333 joules per gram for water, is the quantity of heat needed to be absorbed by a unit mass for the mass to change from solid to liquid at the same temperature."
,,
334 micrograms,,This quantity for tetrodotoxin is 334 micrograms per kilogram.
,,
335 AD,,"First built in 335 by Constantine over the former site of a temple to Venus, it was rebuilt by Crusaders in 1099 around the rock believed to be Golgotha."
,,
336 objects,,"Neon lights create a map of America in front of 336 of these objects in Electronic Superhighway, a work of Nam June Paik."
,,
337 nanometers,,"Secondary reactions in the plume may determine the final result of this technique, which often uses a nitrogen laser wavelength of 337 nanometers."
,,
Resolution 338,,"Twelve hours after this conflict began, UN Security Council Resolution 338 attempted to implement a cease-fire."
,,
340 bars,,One symphony of this number contains a final movement described to be 340 bars of perpetuum mobile.
,,
aphorism 341,,"Amor fati is proposed as a way of embracing this concept, and it is first mentioned in aphorism 341 of The Gay Science by Friedrich Nietzsche."
,,
342 people,,The “five techniques” torture guidelines were used in this region against 342 people who were illegally detained in Operation Demetrius.
,,
343 m/s,,"A sonic boom is generated when an object travels faster than this quantity, which is about 343 m/s in air."
,,
344 people,,"Gene Ryan, the head of a union of people who work for this organization, defended a (*) ""pullback"" in 2015, a year in which 344 people were murdered."
,,
345 acres,,"Stonecrest, Georgia offered to rename 345 acres of its territory after this company, which also received a 21-foot saguaro cactus from Tucson, Arizona."
,,
346 nanometers,,This molecule’s complexation with dansylglycine has been found to induce circular dichroism in a band centered at 346 nanometers.
,,
347 people,,"This country's residents celebrate the water festival Bon Om Touk, during which a human stampede killed 347 people in 2010."
,,
349 members,,"Bernadotte became Crown Prince thanks to a vote from this unicameral legislative body in Sweden, whose current 349 members are led by Speaker Per Westerberg."
,,
350 ducats,,This artist agreed to a reduced fee of 350 ducats rather than remove the Three Marys from a painting where those women stare at a man operating a drill.
,,
Footnote 351,,"This man's controversial Footnote 351 called for allowing ""mitigating factors"" to be considered for people in ""irregular situations."""
,,
352 speeches,,Philip White's book Whistle Stop documents this man's effective cross-country campaign giving 352 speeches from a rail car.
,,
353 AD,,This killer of Constans committed suicide after the 353 Battle of Mons Seleucus.
,,
354 waltz,,"354 waltz with a C major theme and his operetta about a love triangle between Pepi, Josef, and Count Zedlau."
,,
355 Italians,,"For 10 points, identify this massacre of 355 Italians by German police in a cave in Rome."
,,
356 BC,,"Plutarch notes that this event happened the same (*) day as Alexander’s birth in 356 BC, and so a goddess was too preoccupied to stop this event."
,,
357 examples,,"This specific location contains 357 examples of the object that gives it its name, all of which were made by Venetian craftsmen."
,,
358 nm,,The reaction of this acid with tyrosine allows one to measure protein concentration by measuring changes at 358 nm.
,,
line 359,,"Scholars consider the first sequel to this work to have been written by Geoffrey of Vinsauf, and disagree over whether a new section should be started after it describes a “wandering merchant, or tiller of fertile fields, Colchian or Assyrian, from Argos or Thebes.” This work's author mentions “taking purges for madness each spring” before lamenting that the central subject is not worth it, and warns Peleus and Telephus, “speak inappropriately/And I’ll laugh or fall asleep.” It opens by asking if people wouldn’t (*) laugh if they saw “a human head/On a horse’s neck” or a painting of a woman that looks like “the tail of a black fish.” The famous line “good Homer nods” is found in line 359 of this work, which dictates that a single purple patch is sufficient and that plays should be five acts long."
,,
360 slaves,,That peace treaty required this region to export 360 slaves annually and was called the baqt.
,,
361 CE,,"His dispute with the scholars of Antioch led him to author the satirical (*) Misopogon, or Beard-Hater, and he extended state control over education and charities in a domestic campaign that also saw an attempt to rebuild the Jewish Temple and the publication of his ""Against the Galileans.” Succeeded by Jovian, for 10 points, name this Roman emperor who gained his epithet after announcing his conversion to paganism in 361 CE."
,,
362 AD,,"Xenophon’s son Gryllys killed Epaminondas at this 362 battle, another Theban victory, over the newly-formed Spartan League."
,,
363 peace treaty,,"Rome aided one of these states to defeat the other at the Battle of Bagavan after the latter planned to invade the former, asserting power gained in Jovian’s 363 peace treaty."
,,
364 highway,,"Since the 1980s, the 364 highway has increased population density in this region despite empate (“em-PA-chih”) protests by the “Gandhi” of this region, who was assassinated in 1988."
,,
365 aphorisms,,"This man made that argument in a theological novel entitled Blanquerna, which ends with a section entitled the “Book of the Lover and Beloved,” which contains 365 aphorisms partially lifted from al-Ghazali."
,,
366 inches,,"In July 1861 alone, 366 inches of rain fell on this capital of the Sohra chieftainship in India's Meghalaya state."
,,
367 people,,"According to this principle, given at least 367 people, at least (*) two of them will share a birthday."
,,
368 stations,,"About to celebrate its centennial on July 19, this system consists of 199 kilometers of track and 368 stations serving 15 separate routes transporting around 6 million people daily in and out of the city."
,,
370 days,,"During the Chinese Civil War, Mao led Communist forces on the Long March, traversing 6,000 miles in 370 days to escape Kuomintang forces; the march began in this southeastern Chinese province, the center of early Chinese communism."
,,
371 BC,,"In this 371 battle, Epaminondas led the Thebans to victory over Cleombrotus and Sparta, beginning the brief pre-eminence of Thebes before the arrival of Philip."
,,
373 wins,,He got many of his 373 wins with the Cubs and Phillies as well.
,,
374 crew,,Captain Arent Crowninshield was first to command this 319-foot-long ship that could accommodate a crew of 374 with a maximum speed of 17 knots.
,,
375 miles,,One large example of these structures was discovered 375 miles south of Newfoundland and was created after a collision with an iceberg.
,,
376 cops,,Name this Texas town where 376 cops had a delayed response to a mass shooting at Robb Elementary.
,,
377 units,,"This value is equal to the square root of the permittivity over permeability, and for free space it’s equal to about (*) 377 of a certain unit."
,,
378 AD,,"Emperor Valens was killed fighting the Goths at, for 10 points, what 378 battle regarded as the collapse of the Western Roman Empire?"
,,
379 people,,"Chaos resulted soon after Sir Reginald Dyer’s order to fire resulting in, for 10 points, what incident in which 379 people were killed by British troops in the namesake holy city in northern India in 1919?"
,,
380 people,,"Identify these places, where over 380 people were killed after in Belsan after one was taken over by the group Riyad-us Saliheen."
,,
381 days,,"E. D. Nixon organized this event, which lasted for 381 days."
,,
382 documents,,"For 10 points, identify this cache of 382 14th century BC documents discovered in Egypt, found in a namesake city that served as the capital of the crazy king Akhenaten."
,,
384 wells,,The standard microtiter plate one size larger than the one with this many wells has 384 wells.
,,
385 poems,,"This author's collection His Toy, His Dream, His Rest expanded to 385 poems his set of 18-line poems about an alter ego named Henry."
,,
386 processor,,This operating system’s 3.1 version contained an enhanced color scheme since it was designed to run on a 386 processor.
,,
387 BC,,"Fought from 395 to 387 BC, for 10 points, identify this war named for a certain Greek polis whose port of Lechaeum was captured during the confict."
,,
388 endnotes,,"That novel, featuring the Incandenza family, famously contains 388 endnotes."
,,
389 CE,,"He appears enthroned with the three-headed Cerberus at his feet at his cult center, a namesake temple in Alexandria, which was destroyed on the orders of Theodosius in 389 CE."
,,
390 years,,"The purpose of this object is to destroy the Great Mystery Babylon, and in that role it will cause 390 years of burning in the United States."
,,
391 magazine,,"Name this artist, the founder of the 391 magazine."
,,
392 questions,,"This author of Siris and Alciphron posed 392 questions including ""Who's fault is it if Ireland continues poor?"
,,
393 Conon,,"In 393 Conon undid the destruction by the Spartans from 10 years earlier and rebuilt Themistocles' long walls to, For 10 points, what triple harbor that was the main port of fifth-century Athens?"
,,
394 AD,,"For 10 points, name this 394 battle where Arbogast and Eugenius were defeated by Theodosius I."
,,
395 nanometers,,It contains excitation peaks at 475 and 395 nanometers.
,,
396 BC,,This city was finally sacked and destroyed by Camillus in 396 BC.
,,
397 BCE,,Identify this man who fought a war with Carthage in 397 BCE and lost to Carthage again in a later war at the Battle of Cronium.
,,
399 siblings,,Mayahuel (“ma-ya-well”) and Patecatl bore Tepoztecatl (“teh-pohz-teh-KA-tull”) and his 399 siblings which were (*) these animals who regularly got drunk and are associated with pulque.
,,
400 vehicles,,"Name these vehicles, approximately 400 of which were used to defeat 5000 Soviet-backed troops at the Battle of Fada."
,,
401 siblings,,That deity once killed all 401 of his siblings and required sacrifices to prevent the world from being destroyed.
,,
402 three-pointers,,"Another player with this surname broke his own record for (*) four consecutive seasons, making 402 three-pointers in a single season."
,,
403 BCE,,"Originally compiled for the Yingzong emperor, it chronicles the history of China from 403 BCE to 959 CE."
,,
404 BC,,"Name this general who defected from Athens to Sparta, then to Persia, and then back to Athens before being exiled to Persia and assassinated, probably by Spartans, in 404 BC."
,,
405 BCE,,"The war was effectively ended when the Spartans, under Lysander, won this 405 battle by the northern shore of the Dardanelles."
,,
406 BC,,"For 10 points, name this 406 BC naval battle, the last great victory for the Athenians in the Peloponnesian War."
,,
407 CE,,"Prosper of Aquitaine’s Epitoma Chronicon lists this event in between (*) Radagaisus’s invasion of Italy and the revolt of Constantine III (“the third”), who moved all of his legions from Britain to Gaul in 407 CE."
,,
408 and included,,"The second emperor of this name was basically a non-entity, and the Empire was basically run by people including his sister Pulcheria, the prefect Anthemius and the eunuch Chrysaphius during his reign which started in 408 and included the Council of Ephesus."
,,
409 BC performance,,"Three different actors played Odysseus, Neoptolemus, and the title archer, whom Odysseus had abandoned on Lemnos due to his crippling snakebite, in the 409 BC City Dionysia-winning performance of this late Sophocles play."
,,
410 sacking,,"This tribe was led by Alaric I in a 410 sacking of Rome, which inspired St. Augustine to write The City of God."
,,
411 meters,,Name this 411 meter long archaeological formation that features a spiral tail and an open mouth.
,,
412 Council,,A heresy from this region that was promoted by Caelestius taught that original sin did not alter man’s nature and that humans could freely choose between good and evil without God; that heresy from here was condemned at the 412 Council of Carthage.
,,
413 BCE,,"In a 413 BCE battle, the Syracusans hardened their prows to defend against these weapons in a narrow harbor."
,,
414 years,,"Venus eclipses it every 414 years, and its occultation by the moon exposes three fainter companions, whose colliding parallel winds are the chief source of its X-rays."
,,
415 Dionysia,,Euripides somehow took second at the 415 Dionysia with his trilogy that included The Trojan Women behind this author who presented a trilogy that began with a play entitled Oedipus.
,,
inmate 416,,"Another study done at this university was stopped at the behest of Christina Maslach, and was later compared to Abu Ghraib in the book The Lucifer Effect.The (*) inmates 8612 [eight-six-one-two] and 416 [four-one-six] took part in a study at this university, which also featured a guard nicknamed John Wayne."
,,
417 BC,,"That battle was supposedly fought at the same place as a 417 BC clash between these two cities, following the defeat of one side, allied with Athens, at Mantinea the year before."
,,
418 council,,A 418 council in this city led by its bishop Aurelius affirmed the baptism of infants for the remission of sins while also denouncing several Pelagian doctrines.
,,
419 Kelvin,,"Tubandt and Lorentz first observed that at 419 Kelvin silver iodide transitions to one of its materials, its alpha morph."
,,
420 pages,,Eric has a book with 420 pages for four weeks from the library.
,,
421 BCE,,"The Peloponnesian War was temporarily ended by this 421 BCE treaty which was concluded after the Battle of Amphipolis, in which both the Spartan Brasidas and the Athenian Cleon were killed."
,,
422 BCE,,This general joined the Macedonian king Perdiccas to lead an uprising in Chalcidice and died in a 422 BCE battle that immediately preceded the Peace of Nicias.
,,
423 aphorisms,,"One collection of 423 aphorisms including the sections, “Twin Verses” and “Flowers” has a title literally meaning the “way of” this concept, which refers to right doctrines and proper religious practices."
,,
424 stories,,"He wrote that “for he who is living in the Light of God, the death of the carnal soul is a blessing” in the poem “Our Death is Our Wedding.” A poem called “The Song of the Reed Flute” serves as the preface to his most famous collection, which consists of 424 stories in six books."
,,
425 men,,"That character praises this sculpture’s sense of “suggestion of weariness and philosophical resignation,” suggesting that it may represent a man named Theogenes, who beat 425 men to death."
,,
426 cannonballs,,"During this conflict, one side called in Dutch merchant Nicholas Kouckebacker and his ship, the de Ryp, who fired 426 cannonballs at their opponents."
,,
427 excerpts,,"This collection of 427 excerpts from Mao’s speeches and writings is broken into 33 topics, which include “The Communist Party”, “Culture and Art”, and “Correcting Mistaken Ideas”."
,,
428 poems,,"This man’s earliest composition is “Das Klagende liede,” or “The Song of Lament.” This composer selected five of the 428 titular poems to set to music in one song cycle including “I Often Think They Have Only Just Gone Out” and “When Your Mother.” He also composed a six-movement symphonic work, set between his eighth and ninth symphonies, based on a text by Hans Bethe and utilizing Chinese motifs, including four poems by Li Po."
,,
429 mixtures,,"The final words of this novel announce a record of 504 mixtures, smashing that set by Ishchenko, Mosya Weinstein, and Margulies of 429 mixtures of concrete."
,,
430 days,,"This man, who relates that he spent time along the Chebar river, uses human excrement as the fuel to cook his food while lying on his side for 430 days."
,,
431 AD gathering,,"For 10 points, name this 431 gathering which condemned Nestorianism."
,,
432 Hz,,"You set A above middle C to have this standard frequency, annoying new-age theorists who insist that A should be tuned to the slightly lower 432 Hz."
,,
433 Eros,,"The 1985 award winner was this novel by Orson Scott Card, which follows the life of the title “Third” child, who is promoted to Command School on 433 Eros during the Bugger War."
,,
435 AD,,"He undertook his first against this tribe, who ruled Africa in the Roman tradition from 435 onward."
,,
436 people,,"The deadliest documented man-eater in history, it is claimed to have killed 436 people near the former capital of the Kumaon Kingdom."
,,
437 days,,"Valery Polyakov holds the endurance record for spending (*) 437 days aboard one of these called Mir [meer], and due to a calculation error, the American one, Skylab, crashed in Australia upon re-entry."
,,
438 years,,"It traditionally is placed 438 years after the fall of Troy, and Aeneas pre-empted it by landing near Lavinium."
,,
439 days,,The record for this activity is 439 days.
,,
440 Hertz,,"Since works from this period of music history were composed before the standardization of 440 Hertz as the tuning frequency, modern orchestras sometimes tune to a slightly lower frequency when playing those pieces."
,,
442 books,,"In one of these texts, their author compares the monetary value of the 442 books he owns to the number of cigarettes he smokes in a year."
,,
444 days,,"After a revolution brought Ayatollah Khomeni to power, militant students seized one of these buildings in Tehran, causing a (*) “hostage crisis” that lasted 444 days."
,,
445 BC,,Give this number of years that identifies a peace signed between Athens and Sparta in 445 BC.
,,
446 bridges,,"The Rachel Carson, Roberto Clemente, and Andy Warhol bridges, collectively known as the Three Sisters, are among this city’s 446 bridges."
,,
447 nanometres,,"A laser that emits at 633 nanometres starts by excitation of an electron in this system, whose lowest energy electronic transition is at 447 nanometres."
,,
448 B.C.,,This play took first place in the tragedy festival of 448 B.C.
,,
449 dizains,,The first French collection modeled on this author‟s works are a cycle of 449 dizains that comprise the emblem book Délie.
,,
450 nanometers,,"These substances are hydroxylated by enzymes that have a maximum absorption at 450 nanometers when complexed to carbon monoxide, cytochrome P450s."
,,
451 AD,,"Also known as the Battle of the Catalaunian Plains, for 10 points, name this 451 clash, a battle waged against Atilla the Hun."
,,
452 AD,,"Earlier, Leo had negotiated with this “Scourge of God,” convincing him to turn away from Rome during a 452 campaign."
,,
454 technique,,This technique is used in emulsified droplets before using the 454 technique.
,,
455 sack,,A letter sent by Licinia Eudoxia requesting assistance from their leader Gaiseric led to the 455 sack of Rome.
,,
456 nuclear tests,,"456 nuclear tests were conducted in this country, whose other ecological disasters include the (*) Virgin and Idle Lands Campaign that caused a body of water on its southern border to drastically shrink in size."
,,
458 BC,,"After the Aequians trapped the Romans in a ravine in 458 BC, they asked this man to step in as dictator."
,,
459 BC,,Thasos fronted an ill-fated rebellion against this group which also was responsible for the ill-fated 459 BC Egyptian Expedition.
,,
460 kilometers,,"It reaches its narrowest point of about (*) 460 kilometers between Angoche and Tambohorano, and the Agulhas current is fed by waters flowing south through it."
,,
461 kilometers,,"You make your first stop in Nizhny Novgorod, 461 kilometers and 6 hours from the Yaroslovsky Rail Terminal in Moscow."
,,
462 BC,,"Earlier, it had functioned as the site of the council of elders of Athens, before Ephialtes deprived it of almost all its functions in 462 BC."
,,
463 nanometres,,Absorptions at 463 and 735 nanometres give the naphthalenide [naff-THAL-een-eid] of an element in this group of the periodic table a deep green colour.
,,
464 Boers,,464 Boers commanded by Andries Pretorius defeated more than ten thousand Zulus.
,,
numbered 465 in the Köchel catalogue,,"His “Dissonance” string quartet is the last in a collection of six quartets that he named after his friend Joseph Haydn, and is numbered 465 in the Köchel (“KUR-shul”) catalogue."
,,
466 divorces,,"Owing to a Hungarian law from 1895, this city ended up becoming a divorce capital, granting 466 divorces per year by 1922; among those who divorced here was the scientist Guglielmo Marconi."
,,
467 feet,,"This operation began on the USS Hornet, and its namesake only had 467 feet of runway to take off."
,,
468 artifacts,,"The organization AFROMET seeks the return of 468 artifacts stolen from this country by the British after the Battle of Magdala, including nine replicas of the Tablets of Law called tabots; the loss in that battle led Emperor Tewodros II to kill himself."
,,
469 BC,,"The battle was fought in either 469 BC or 466 BC, and ended the Persian campaigns in the Aegean."
,,
470 senior executives,,"in response to 470 senior executives being rated ""fully successful"" in this scandal."
,,
OECD 471,,"OECD 471 is the standard for this test, which can be extended into a 384-well plate format in the fluctuation test."
,,
472 death,,"After Chalons, this general, unable to claim the throne because of his Arianism, set-up a series of puppet emperors, including Majorian and Anthemius, although he held the real power until his 472 death."
,,
473 kings,,"That work of this author supposedly listed 473 kings across three books, ending with (*) Alexander the Great."
,,
474 defenders,,"During this battle the victors organized covered wagons into a fortified circle known as a “laager,” and an assegai hit Andries Pretorius in the hand, which was one of three wounds inflicted on the 474 defenders by the 15,000-man Zulu army."
,,
475 nanometers,,It contains excitation peaks at 475 and 395 nanometers.
,,
476 A.D.,,"For 10 points, name this Italian city, the capital of the Western Roman Empire from 402 to 476 A.D."
,,
477 word long sentence,,"This non-English word titles a 1978 novel that opens with a 477 word long sentence, and is about a scientist’s troubled relationship with his Iranian wife."
,,
478 BC,,"After being liberated from the Persians in 478 BC, it acquired territory in neighboring Mysia and Bithynia."
,,
479 BC,,An earlier 479 battle that took place at this city was a victory for Pausanias over the army of Mardonius.
,,
480 men,,These large Roman infantry units were subdivided into cohortes of 480 men after the Marian reforms.
,,
481 numbered fragments,,"A book from this country consists of 481 numbered fragments and is a “factless autobiography” attributed to a clerk, one of the author’s (*) many literary voices, or “heteronyms.” That author of The Book of Disquiet appears as a ghost in The Year of the Death of Ricardo Reis, a novel by another writer from this country."
,,
483 saints,,"Pio was one of the 483 saints canonized by this pope, who canonized and beatified more people than any of his predecessors."
,,
485 nanometers,,Name this natural protein whose concentration can easily be measured on a plate reader absorbing at 510 nanometers by using a laser tuned to 485 nanometers.
,,
486 AD,,"Another achievement of Clovis was this 486 battle, at which Clovis defeated Syagrius and drove the last Roman garrisons out of France."
,,
488 nanometers,,"This noble gas, which is used as the medium in a laser with wavelength of 488 nanometers, can be extracted from the atmosphere by cryogenic air separation."
,,
489 billion percent,,"In the late-2000s, this country experienced hyperinflation, with the annual inflation rate topping out at 489 billion percent."
,,
490 nanometers,,A colorimetric (“color-a-metric”) assay for the activity of these enzymes relies on an increase in absorbance at 490 nanometers upon cleavage of nitrocefin (“nitro-CEF-in”).
,,
491 accession,,"The Blues rioted against the 491 accession of this emperor, who was nicknamed “Dicorus” for his heterochromia."
,,
492 people,,"In this state, Barnett Walensky was convicted of negligent homicide after 492 people died in a fire at the Cocoanut Grove nightclub."
,,
493 records,,"This man’s “European Life” is explored in a 2019 biography by Marion Turner that has chapters on his time in Vintry Ward and contextual chapters on “The Great Household” and “The Inn.” Martin Crow and Clair Olson compiled all 493 known records about this man, which provide evidence for his time as a diplomat."
,,
494 BC,,"In reaction to the Matteoti Crisis and the Acerbo Law, the anti-Fascists took this action, named with reference to the 494 general strike against Appius Claudius Sabinus Inregillensis and the Patricians during the Conflict of the Orders."
,,
495 nanometers,,"This molecule is typically functionalized with an iso·thio·cyanate group, producing a compound with excitation and emission wavelengths of respectively 495 and 519 nanometers."
,,
"Index: 1, dimension of 496",,
,,
498 nanometers,,A cell named for this shape has a peak sensitivity at 498 nanometers and is concentrated in the periphery of the retina.
,,
499 lives,,"In a Buddhist tale, one of these animals suddenly becomes aware that it had been beheaded in its last 499 lives."
,,
500 maidens,,"The architect al-Sahelli returned with a man after this event, who was accompanied by his wife Inari Kunate and 500 maidens."
,,
501 nanometers,,This element's forbidden spectral lines include 496 and 501 nanometers.
,,
Initiative 502,,"For 10 points, name this non-Colorado state where Initiative 502 legalized marijuana, the site of the 2014 Oso mudslide which killed forty-one people northeast of Seattle."
,,
503 images,,"Kertesz was sadly excluded from this exhibition of 503 images curated by Edward Steichen at the MoMA, which was seen by over nine million people."
,,
504 mixtures,,"The final words of this novel announce a record of 504 mixtures, smashing that set by Ishchenko, Mosya Weinstein, and Margulies of 429 mixtures of concrete."
,,
505 confirmed sniper kills,,"Name this marksman nicknamed “White Death” for his 505 confirmed sniper kills, the most in history."
,,
506 Council of Dvin,,"This denomination convoked the 506 Council of Dvin, which rejected the (*) Chalcedonian two-nature definition of Christ."
,,
507 nanometers,,"The photopic and scotopic efficacy functions used in photometry reach a peak for respective values of 555 nanometers and 507 nanometers for this quantity, corresponding to visible light."
,,
508 position,,"Commonly, patients with this disease have a deletion of three nucleotides that code for phenylalanine [[“fen-ill-al-uh-neen”]] in the 508 position on chromosome 7."
,,
509 nanometers,,One of these molecules isolated from the organism A. victoria has an emission peak at 509 nanometers and is named for the color it fluoresces.
,,
510 nanometers,,Name this natural protein whose concentration can easily be measured on a plate reader absorbing at 510 nanometers by using a laser tuned to 485 nanometers.
,,
511 children,,"At the end of this novel, the main character is devastated when 511 children ""balloon"" from his residence."
,,
512 dollars,,"Aline (“AY-leen”) Lerner is the CEO of a website named for this activity, which launched a Pay Later Program in December 2021 that gave users 512 or 1024 dollars in credits."
,,
513 BCE,,One inscription from after 513 BCE making an early distinction between “haoma-drinking” Scythians and Scythians with “pointed hats” was found at this city.
,,
514 children,,"A character in this novel (*) spawns 514 children and writes messages like ""SOME PIG"" before dying at the county fair."
,,
515 nanometers,,"They include many triarylmethane dyes, including one whose several forms have an isosbestic point at around 515 nanometers, as well as anthocyanins."
,,
516 BC,,"He also led an expedition against the tribes of the Danube River in 516 BC, put down a rebellion of Ionians in 499 BC, and attempted to subjugate Greece with his son-in-law Mardonius, but his forces were defeated at Mt."
,,
517 AD,,"Name this Judaic warlord named for his curly hair, who ruled the Himyarite Kingdom starting around 517 AD."
,,
518 earthquake,,"Dušan [DU-shan] the Mighty was crowned at this city’s Kale [KAH-lay] fortress, which was built using material from a nearby Roman city destroyed in a 518 earthquake."
,,
519 nanometers,,"This molecule is typically functionalized with an iso·thio·cyanate group, producing a compound with excitation and emission wavelengths of respectively 495 and 519 nanometers."
,,
520 kilometers,,"Magnetite typically has the inverse of this mineral's structure, and at 520 kilometers olivine transforms into ringwoodite, which has its namesake structure."
,,
K. 522,,"This word provides the common English title of the K. 522 “Divertimento,” which features a dissonant horn part and odd orchestration."
,,
523 AD,,"Representing the transition between late Roman and medieval Scholastic thought, for 10 points, name this 523 work by Boethius."
,,
524 AD,,For 10 points--name this 524 work by Boethius.
,,
"Index: 0, 525 electoral votes",,
,,
526 A.D.,,"Ordering the execution of his government head, Boethius, FTP, identify this king of the Ostrogoths who ruled Italy from 493 to 526 A.D."
,,
527 Asian refugees,,"A group of 527 Asian refugees who joined this effort were called its commander’s “Chinese.” During this effort, three notches were carved into the handles of a pair of Colt peacemakers by (*) George Patton, who earned the nickname “Bandito.” The commander of this effort would later lead the American Expeditionary Force in World War I."
,,
528 photographs,,"In May of 2020, the Rijksmuseum published a large image of this painting consisting of 528 photographs."
,,
529 closure,,Its early prestige had greatly been checked by a 529 closure that dispersed intellectuals to distant Harran and Ctesiphon.
,,
530 victory,,"A decisive event in the Byzantine-Sassanid Wars was this 530 victory for Belisarius, where he defended the namesake town behind a fortified ditch against a far more numerous Persian force."
,,
532 C.E. revolt,,Justinian dismissed Tribonian in 532 in a futile attempt to placate the citizenry during this revolt.
,,
533 CE war,,Justinian ended the North African kingdom of this Germanic tribe in a 533 war.
,,
534 CE,,This general crushed the Vandals in 534 CE and went on to conquer the capital of the Ostrogoths.
,,
535 million years ago,,Name this burst of diversification that occurred approximately 535 million years ago.
,,
536 different ways,,This man described a game in which 14 triangles and quadrilaterals could be arranged in 536 different ways to form a square.
,,
537 votes,,"For the point, name this election year in which Al Gore narrowly lost to George Bush by a margin of 537 votes in Florida."
,,
538 people,,"The Vice President also certifies the official votes cast by this group of 538 people, who officially select the President by representing the voters of their home districts."
,,
539 triangular panels,,"A companion to The Dinner Party is the International Honor one of these objects, including 539 triangular panels to honor women."
,,
540 nanometers,,The concentration of this compound is quantified in a colorimetric assay under a yellow-green filter conducted at 540 nanometers that based on this compound’s reaction with diacetyl monoxime.
,,
541 days,,"After electing this second-ever openly gay head of state in world history in 2010, Belgium underwent a staggering 541 days without a government before he was sworn in."
,,
542 confirmed kills,,"In fewer than 100 days, a man of this profession who earned the nickname “The (*) White Death” recorded 542 confirmed kills during the Winter War."
,,
543 years,,"There is 543 years between the reigns of the last two Popes to take this name, although they (*) share the same regnal number because the earlier one was declared an antipope."
,,
CE 544 siege,,"That example of these objects, sometimes credited for the defense of Edessa from a CE 544 siege, is the (*) “Mandylion.” In a film, Kirill accepts an apprenticeship in creating these objects, only for Theophanes the Greek to rescind the offer."
,,
"Index: 1, 545 BCE",,
,,
546 inverse centimeters,,"The IR spectrum of this substance has a degenerate bending mode at 546 inverse centimeters, an inactive symmetric stretch, and an antisymmetric stretch mode at 2345 inverse centimeters."
,,
547 stories,,"A collection of 547 stories about this figure’s lives includes “The Crab and the Crane,” the latter of which was collected in the Panchatantra (“PAHN-chuh-TUN-truh”)."
,,
548 home runs,,This team’s third baseman for most of the 1970s and 1980s won ten Gold Gloves and hit 548 home runs.
,,
549 B.C.,,until it was overthrown by Cyrus the Great and conquered by Persia in 549 B.C.
,,
550 nanometers,,The activity of one part of this naturally-occurring structure is quantified using absorbance at 420 and 550 nanometers in the Miller assay.
,,
"Index: -1, 551",,
,,
552 AD,,"This tribe had been subjugated by the Rouran in 460, but conquered them in 552 under the leadership of Bumin Qaghan."
,,
year 554,,A bilingual inscription dedicated in the year 554 of the Seleucid era likely honours this ruler’s father; that inscription is at the (*) Great Colonnade.
,,
555 Sonatas,,Domenico Scarlatti wrote a set of 555 Sonatas for this instrument whose lack of dynamics led it to be replaced by Bartolomeo Cristofori's fortepiano.
,,
556 deportations,,"Luigi Galleani planted a bomb underneath this man’s porch, which led to a series of 556 deportations over two months."
,,
557 Battle of Bukhara,,"Until Khosrau I teamed up with the Gokturks to kick these peoples’ ass at the 557 Battle of Bukhara, they extracted huge amounts of tribute from the Sassanid Empire."
,,
558 million years ago,,"Kimberella was notably not a member of this group when it existed about 555 million years ago, which means that this lineage and its relative split about 558 million years ago."
,,
559 AD,,"Further examples of this man’s loyalty, as detailed by his chronicler Procopius in the Historia arcana include his defeat of Gelimer at the battles of Ticameron and Ad Decimum, his suppression of the Blues and Greens with the aid of Narses and Mundus and his return from retirement to repulse a Hun and Bulgar invasion of Constantinople in 559 AD."
,,
560 feet,,His other well-known works include LA’s 777 Tower and a building that features a two-story skybridge nearly 560 feet in the air.
,,
"Index: 0, 561 lexias",,
,,
562 BCE,,"Name this Chaldean king, who restored the Ishtar Gate and established a vast empire during his reign from 605 to 562 BCE."
,,
563 types,,"This number precedes 563 in a listing of Wilson primes, and there are this number of types of Archimedean solids."
,,
565 prefaces,,"For 10 points, J. S. Bach’s BWV 565 prefaces a fugue in D minor with what type of virtuosic piece, whose name comes from the Italian for “to touch”?"
,,
566 people,,"This suburb of Johannesburg became internationally famous after 566 people were killed in this city's namesake 1976 ""uprising"" against apartheid."
,,
567 questions,,This test consists of 567 questions and also comes in a shorter -RF version.
,,
room 568,,"A character in this film uses the alias (*) ""Mr. Gladstone"" to reserve room 568 at the Taft Hotel for the first in a series of trysts, at which he tries to discuss art instead of just having sex."
,,
570 nanometers,,"The peak SPR wavelength of this substance increases from 515 nm to 570 nanometers as their diameter is increased, and a common synthesis of this material forms a red solution because of a nanowire intermediate; that synthesis involves adding a reducing agent to chlorauric acid."
,,
project 571,,"After he was involved in the failed project 571 during this movement, one hard-line official had his plane mysteriously crash in (*) Mongolia."
,,
572 years,,"This polity was granted to Portuguese-Jewish diplomat Joseph Nasi for his service to Selim the Drunkard, and upon his death it devolved to the Ottoman crown, thus ending its independence after 572 years of Christian rule, although various islands would maintain nominal autonomy up until the 18th century."
,,
573 degrees Celsius,,Clay with a high concentration of this mineral is more susceptible to dunting when firing a kiln because it changes from its alpha to its beta form at 573 degrees Celsius.
,,
